code,ballot,party,votes
NC074,N,ACDP,24
NC074,N,AFD,0
NC074,N,AJ,8
NC074,N,ANC,2614
NC074,N,AP,1
NC074,N,APC,22
NC074,N,AZAPO,8
NC074,N,CDA,3
NC074,N,COPE,797
NC074,N,DA,1072
NC074,N,GKSA,9
NC074,N,ID,133
NC074,N,IFP,2
NC074,N,KISS,3
NC074,N,MDP,23
NC074,N,MF,7
NC074,N,NADECO,7
NC074,N,NVP,3
NC074,N,PAC,3
NC074,N,PAM,1
NC074,N,SADECO,0
NC074,N,UCDP,2
NC074,N,UDM,6
NC074,N,UIF,3
NC074,N,VF+,70
NC074,N,WF,2
NC074,P,ACDP,21
NC074,P,ANC,2593
NC074,P,APC,19
NC074,P,AZAPO,25
NC074,P,CDA,8
NC074,P,COPE,842
NC074,P,DA,1028
NC074,P,ID,138
NC074,P,IFP,5
NC074,P,PAC,13
NC074,P,UCDP,10
NC074,P,UDM,10
NC074,P,VF+,63
NC075,N,ACDP,84
NC075,N,AFD,0
NC075,N,AJ,3
NC075,N,ANC,2437
NC075,N,AP,1
NC075,N,APC,9
NC075,N,AZAPO,7
NC075,N,CDA,5
NC075,N,COPE,874
NC075,N,DA,778
NC075,N,GKSA,5
NC075,N,ID,78
NC075,N,IFP,2
NC075,N,KISS,2
NC075,N,MDP,4
NC075,N,MF,3
NC075,N,NADECO,0
NC075,N,NVP,0
NC075,N,PAC,5
NC075,N,PAM,1
NC075,N,SADECO,2
NC075,N,UCDP,5
NC075,N,UDM,1
NC075,N,UIF,7
NC075,N,VF+,106
NC075,N,WF,0
NC075,P,ACDP,89
NC075,P,ANC,2365
NC075,P,APC,7
NC075,P,AZAPO,13
NC075,P,CDA,11
NC075,P,COPE,882
NC075,P,DA,780
NC075,P,ID,76
NC075,P,IFP,4
NC075,P,PAC,4
NC075,P,UCDP,4
NC075,P,UDM,3
NC075,P,VF+,95
NC076,N,ACDP,33
NC076,N,AFD,2
NC076,N,AJ,1
NC076,N,ANC,3075
NC076,N,AP,2
NC076,N,APC,12
NC076,N,AZAPO,7
NC076,N,CDA,4
NC076,N,COPE,1761
NC076,N,DA,725
NC076,N,GKSA,3
NC076,N,ID,63
NC076,N,IFP,25
NC076,N,KISS,0
NC076,N,MDP,9
NC076,N,MF,0
NC076,N,NADECO,1
NC076,N,NVP,2
NC076,N,PAC,3
NC076,N,PAM,1
NC076,N,SADECO,1
NC076,N,UCDP,3
NC076,N,UDM,2
NC076,N,UIF,3
NC076,N,VF+,338
NC076,N,WF,1
NC076,P,ACDP,36
NC076,P,ANC,2962
NC076,P,APC,16
NC076,P,AZAPO,16
NC076,P,CDA,7
NC076,P,COPE,1846
NC076,P,DA,640
NC076,P,ID,61
NC076,P,IFP,23
NC076,P,PAC,5
NC076,P,UCDP,5
NC076,P,UDM,3
NC076,P,VF+,320
NC077,N,ACDP,68
NC077,N,AFD,0
NC077,N,AJ,3
NC077,N,ANC,4506
NC077,N,AP,1
NC077,N,APC,13
NC077,N,AZAPO,13
NC077,N,CDA,13
NC077,N,COPE,2343
NC077,N,DA,883
NC077,N,GKSA,2
NC077,N,ID,59
NC077,N,IFP,6
NC077,N,KISS,3
NC077,N,MDP,13
NC077,N,MF,4
NC077,N,NADECO,5
NC077,N,NVP,5
NC077,N,PAC,9
NC077,N,PAM,3
NC077,N,SADECO,3
NC077,N,UCDP,2
NC077,N,UDM,5
NC077,N,UIF,2
NC077,N,VF+,85
NC077,N,WF,2
NC077,P,ACDP,58
NC077,P,ANC,4453
NC077,P,APC,21
NC077,P,AZAPO,29
NC077,P,CDA,13
NC077,P,COPE,2428
NC077,P,DA,798
NC077,P,ID,50
NC077,P,IFP,4
NC077,P,PAC,11
NC077,P,UCDP,10
NC077,P,UDM,2
NC077,P,VF+,90
NC078,N,ACDP,73
NC078,N,AFD,5
NC078,N,AJ,8
NC078,N,ANC,7808
NC078,N,AP,2
NC078,N,APC,30
NC078,N,AZAPO,28
NC078,N,CDA,11
NC078,N,COPE,2624
NC078,N,DA,1621
NC078,N,GKSA,15
NC078,N,ID,56
NC078,N,IFP,6
NC078,N,KISS,4
NC078,N,MDP,34
NC078,N,MF,7
NC078,N,NADECO,9
NC078,N,NVP,9
NC078,N,PAC,5
NC078,N,PAM,0
NC078,N,SADECO,6
NC078,N,UCDP,17
NC078,N,UDM,29
NC078,N,UIF,9
NC078,N,VF+,238
NC078,N,WF,3
NC078,P,ACDP,69
NC078,P,ANC,7583
NC078,P,APC,40
NC078,P,AZAPO,59
NC078,P,CDA,11
NC078,P,COPE,2741
NC078,P,DA,1422
NC078,P,ID,56
NC078,P,IFP,13
NC078,P,PAC,21
NC078,P,UCDP,18
NC078,P,UDM,31
NC078,P,VF+,263
NC081,N,ACDP,17
NC081,N,AFD,1
NC081,N,AJ,0
NC081,N,ANC,1957
NC081,N,AP,0
NC081,N,APC,10
NC081,N,AZAPO,2
NC081,N,CDA,1
NC081,N,COPE,827
NC081,N,DA,185
NC081,N,GKSA,1
NC081,N,ID,554
NC081,N,IFP,4
NC081,N,KISS,0
NC081,N,MDP,3
NC081,N,MF,1
NC081,N,NADECO,2
NC081,N,NVP,2
NC081,N,PAC,2
NC081,N,PAM,1
NC081,N,SADECO,0
NC081,N,UCDP,2
NC081,N,UDM,2
NC081,N,UIF,1
NC081,N,VF+,20
NC081,N,WF,0
NC081,P,ACDP,22
NC081,P,ANC,1942
NC081,P,APC,6
NC081,P,AZAPO,5
NC081,P,CDA,4
NC081,P,COPE,845
NC081,P,DA,101
NC081,P,ID,554
NC081,P,IFP,1
NC081,P,PAC,4
NC081,P,UCDP,2
NC081,P,UDM,3
NC081,P,VF+,14
NC082,N,ACDP,95
NC082,N,AFD,5
NC082,N,AJ,7
NC082,N,ANC,9118
NC082,N,AP,1
NC082,N,APC,46
NC082,N,AZAPO,14
NC082,N,CDA,18
NC082,N,COPE,3081
NC082,N,DA,2531
NC082,N,GKSA,12
NC082,N,ID,2445
NC082,N,IFP,12
NC082,N,KISS,3
NC082,N,MDP,31
NC082,N,MF,8
NC082,N,NADECO,9
NC082,N,NVP,8
NC082,N,PAC,15
NC082,N,PAM,5
NC082,N,SADECO,4
NC082,N,UCDP,21
NC082,N,UDM,18
NC082,N,UIF,8
NC082,N,VF+,207
NC082,N,WF,4
NC082,P,ACDP,69
NC082,P,ANC,8861
NC082,P,APC,52
NC082,P,AZAPO,38
NC082,P,CDA,31
NC082,P,COPE,3124
NC082,P,DA,2395
NC082,P,ID,2472
NC082,P,IFP,22
NC082,P,PAC,26
NC082,P,UCDP,19
NC082,P,UDM,29
NC082,P,VF+,182
NC083,N,ACDP,253
NC083,N,AFD,3
NC083,N,AJ,7
NC083,N,ANC,17437
NC083,N,AP,7
NC083,N,APC,91
NC083,N,AZAPO,34
NC083,N,CDA,19
NC083,N,COPE,7279
NC083,N,DA,4818
NC083,N,GKSA,13
NC083,N,ID,2855
NC083,N,IFP,163
NC083,N,KISS,4
NC083,N,MDP,31
NC083,N,MF,7
NC083,N,NADECO,11
NC083,N,NVP,7
NC083,N,PAC,18
NC083,N,PAM,8
NC083,N,SADECO,4
NC083,N,UCDP,21
NC083,N,UDM,15
NC083,N,UIF,7
NC083,N,VF+,490
NC083,N,WF,2
NC083,P,ACDP,233
NC083,P,ANC,17021
NC083,P,APC,99
NC083,P,AZAPO,68
NC083,P,CDA,32
NC083,P,COPE,7418
NC083,P,DA,4502
NC083,P,ID,2907
NC083,P,IFP,170
NC083,P,PAC,36
NC083,P,UCDP,31
NC083,P,UDM,21
NC083,P,VF+,504
NC084,N,ACDP,147
NC084,N,AFD,1
NC084,N,AJ,2
NC084,N,ANC,3295
NC084,N,AP,0
NC084,N,APC,11
NC084,N,AZAPO,4
NC084,N,CDA,3
NC084,N,COPE,1547
NC084,N,DA,356
NC084,N,GKSA,1
NC084,N,ID,612
NC084,N,IFP,1
NC084,N,KISS,0
NC084,N,MDP,1
NC084,N,MF,4
NC084,N,NADECO,1
NC084,N,NVP,0
NC084,N,PAC,1
NC084,N,PAM,0
NC084,N,SADECO,1
NC084,N,UCDP,2
NC084,N,UDM,1
NC084,N,UIF,1
NC084,N,VF+,102
NC084,N,WF,0
NC084,P,ACDP,149
NC084,P,ANC,3266
NC084,P,APC,14
NC084,P,AZAPO,5
NC084,P,CDA,4
NC084,P,COPE,1573
NC084,P,DA,320
NC084,P,ID,610
NC084,P,IFP,6
NC084,P,PAC,3
NC084,P,UCDP,4
NC084,P,UDM,1
NC084,P,VF+,107
NC085,N,ACDP,68
NC085,N,AFD,3
NC085,N,AJ,2
NC085,N,ANC,7651
NC085,N,AP,2
NC085,N,APC,25
NC085,N,AZAPO,28
NC085,N,CDA,4
NC085,N,COPE,1769
NC085,N,DA,1201
NC085,N,GKSA,7
NC085,N,ID,149
NC085,N,IFP,11
NC085,N,KISS,3
NC085,N,MDP,15
NC085,N,MF,6
NC085,N,NADECO,3
NC085,N,NVP,3
NC085,N,PAC,14
NC085,N,PAM,0
NC085,N,SADECO,1
NC085,N,UCDP,24
NC085,N,UDM,14
NC085,N,UIF,3
NC085,N,VF+,110
NC085,N,WF,0
NC085,P,ACDP,62
NC085,P,ANC,7258
NC085,P,APC,29
NC085,P,AZAPO,44
NC085,P,CDA,10
NC085,P,COPE,1786
NC085,P,DA,1102
NC085,P,ID,143
NC085,P,IFP,9
NC085,P,PAC,24
NC085,P,UCDP,28
NC085,P,UDM,16
NC085,P,VF+,103
NC086,N,ACDP,50
NC086,N,AFD,2
NC086,N,AJ,3
NC086,N,ANC,4248
NC086,N,AP,1
NC086,N,APC,12
NC086,N,AZAPO,159
NC086,N,CDA,6
NC086,N,COPE,1024
NC086,N,DA,846
NC086,N,GKSA,3
NC086,N,ID,141
NC086,N,IFP,8
NC086,N,KISS,0
NC086,N,MDP,7
NC086,N,MF,0
NC086,N,NADECO,0
NC086,N,NVP,4
NC086,N,PAC,4
NC086,N,PAM,1
NC086,N,SADECO,1
NC086,N,UCDP,27
NC086,N,UDM,8
NC086,N,UIF,0
NC086,N,VF+,90
NC086,N,WF,0
NC086,P,ACDP,51
NC086,P,ANC,4086
NC086,P,APC,16
NC086,P,AZAPO,161
NC086,P,CDA,7
NC086,P,COPE,1087
NC086,P,DA,753
NC086,P,ID,149
NC086,P,IFP,11
NC086,P,PAC,8
NC086,P,UCDP,23
NC086,P,UDM,11
NC086,P,VF+,98
NC091,N,ACDP,1360
NC091,N,AFD,16
NC091,N,AJ,167
NC091,N,ANC,58356
NC091,N,AP,22
NC091,N,APC,326
NC091,N,AZAPO,461
NC091,N,CDA,55
NC091,N,COPE,13481
NC091,N,DA,15570
NC091,N,GKSA,47
NC091,N,ID,1341
NC091,N,IFP,220
NC091,N,KISS,22
NC091,N,MDP,127
NC091,N,MF,50
NC091,N,NADECO,33
NC091,N,NVP,26
NC091,N,PAC,260
NC091,N,PAM,26
NC091,N,SADECO,20
NC091,N,UCDP,157
NC091,N,UDM,141
NC091,N,UIF,27
NC091,N,VF+,867
NC091,N,WF,24
NC091,P,ACDP,1397
NC091,P,ANC,56253
NC091,P,APC,326
NC091,P,AZAPO,612
NC091,P,CDA,85
NC091,P,COPE,14018
NC091,P,DA,14836
NC091,P,ID,1382
NC091,P,IFP,273
NC091,P,PAC,351
NC091,P,UCDP,182
NC091,P,UDM,140
NC091,P,VF+,990
NC092,N,ACDP,85
NC092,N,AFD,4
NC092,N,AJ,4
NC092,N,ANC,11063
NC092,N,AP,4
NC092,N,APC,68
NC092,N,AZAPO,227
NC092,N,CDA,15
NC092,N,COPE,2125
NC092,N,DA,1377
NC092,N,GKSA,8
NC092,N,ID,400
NC092,N,IFP,9
NC092,N,KISS,8
NC092,N,MDP,35
NC092,N,MF,6
NC092,N,NADECO,5
NC092,N,NVP,5
NC092,N,PAC,25
NC092,N,PAM,4
NC092,N,SADECO,6
NC092,N,UCDP,15
NC092,N,UDM,28
NC092,N,UIF,7
NC092,N,VF+,85
NC092,N,WF,1
NC092,P,ACDP,87
NC092,P,ANC,10882
NC092,P,APC,74
NC092,P,AZAPO,277
NC092,P,CDA,18
NC092,P,COPE,2200
NC092,P,DA,1343
NC092,P,ID,413
NC092,P,IFP,15
NC092,P,PAC,35
NC092,P,UCDP,19
NC092,P,UDM,28
NC092,P,VF+,94
NC093,N,ACDP,50
NC093,N,AFD,2
NC093,N,AJ,4
NC093,N,ANC,6412
NC093,N,AP,1
NC093,N,APC,24
NC093,N,AZAPO,28
NC093,N,CDA,10
NC093,N,COPE,894
NC093,N,DA,802
NC093,N,GKSA,7
NC093,N,ID,253
NC093,N,IFP,10
NC093,N,KISS,1
NC093,N,MDP,16
NC093,N,MF,3
NC093,N,NADECO,5
NC093,N,NVP,3
NC093,N,PAC,36
NC093,N,PAM,1
NC093,N,SADECO,3
NC093,N,UCDP,11
NC093,N,UDM,19
NC093,N,UIF,7
NC093,N,VF+,105
NC093,N,WF,1
NC093,P,ACDP,54
NC093,P,ANC,6204
NC093,P,APC,29
NC093,P,AZAPO,39
NC093,P,CDA,10
NC093,P,COPE,912
NC093,P,DA,771
NC093,P,ID,250
NC093,P,IFP,10
NC093,P,PAC,41
NC093,P,UCDP,14
NC093,P,UDM,23
NC093,P,VF+,109
NC094,N,ACDP,137
NC094,N,AFD,8
NC094,N,AJ,8
NC094,N,ANC,15555
NC094,N,AP,8
NC094,N,APC,54
NC094,N,AZAPO,451
NC094,N,CDA,30
NC094,N,COPE,2105
NC094,N,DA,2417
NC094,N,GKSA,16
NC094,N,ID,541
NC094,N,IFP,10
NC094,N,KISS,3
NC094,N,MDP,55
NC094,N,MF,10
NC094,N,NADECO,17
NC094,N,NVP,12
NC094,N,PAC,41
NC094,N,PAM,9
NC094,N,SADECO,8
NC094,N,UCDP,270
NC094,N,UDM,26
NC094,N,UIF,9
NC094,N,VF+,322
NC094,N,WF,2
NC094,P,ACDP,133
NC094,P,ANC,14761
NC094,P,APC,82
NC094,P,AZAPO,555
NC094,P,CDA,45
NC094,P,COPE,2079
NC094,P,DA,2307
NC094,P,ID,542
NC094,P,IFP,13
NC094,P,PAC,54
NC094,P,UCDP,321
NC094,P,UDM,54
NC094,P,VF+,318
NC451,N,ACDP,208
NC451,N,AFD,20
NC451,N,AJ,11
NC451,N,ANC,22822
NC451,N,AP,9
NC451,N,APC,223
NC451,N,AZAPO,67
NC451,N,CDA,16
NC451,N,COPE,3038
NC451,N,DA,82
NC451,N,GKSA,19
NC451,N,ID,101
NC451,N,IFP,15
NC451,N,KISS,8
NC451,N,MDP,117
NC451,N,MF,9
NC451,N,NADECO,47
NC451,N,NVP,17
NC451,N,PAC,60
NC451,N,PAM,18
NC451,N,SADECO,30
NC451,N,UCDP,2705
NC451,N,UDM,45
NC451,N,UIF,15
NC451,N,VF+,23
NC451,N,WF,12
NC451,P,ACDP,227
NC451,P,ANC,22300
NC451,P,APC,223
NC451,P,AZAPO,110
NC451,P,CDA,20
NC451,P,COPE,3032
NC451,P,DA,78
NC451,P,ID,100
NC451,P,IFP,32
NC451,P,PAC,82
NC451,P,UCDP,2787
NC451,P,UDM,67
NC451,P,VF+,42
NC452,N,ACDP,273
NC452,N,AFD,5
NC452,N,AJ,4
NC452,N,ANC,22389
NC452,N,AP,2
NC452,N,APC,79
NC452,N,AZAPO,69
NC452,N,CDA,12
NC452,N,COPE,3381
NC452,N,DA,2559
NC452,N,GKSA,13
NC452,N,ID,428
NC452,N,IFP,19
NC452,N,KISS,6
NC452,N,MDP,63
NC452,N,MF,13
NC452,N,NADECO,13
NC452,N,NVP,15
NC452,N,PAC,33
NC452,N,PAM,3
NC452,N,SADECO,10
NC452,N,UCDP,1078
NC452,N,UDM,32
NC452,N,UIF,7
NC452,N,VF+,230
NC452,N,WF,6
NC452,P,ACDP,250
NC452,P,ANC,21886
NC452,P,APC,66
NC452,P,AZAPO,112
NC452,P,CDA,18
NC452,P,COPE,3295
NC452,P,DA,2500
NC452,P,ID,451
NC452,P,IFP,22
NC452,P,PAC,49
NC452,P,UCDP,1184
NC452,P,UDM,35
NC452,P,VF+,248
NC453,N,ACDP,130
NC453,N,AFD,6
NC453,N,AJ,3
NC453,N,ANC,8398
NC453,N,AP,0
NC453,N,APC,25
NC453,N,AZAPO,49
NC453,N,CDA,97
NC453,N,COPE,1194
NC453,N,DA,1992
NC453,N,GKSA,2
NC453,N,ID,188
NC453,N,IFP,14
NC453,N,KISS,1
NC453,N,MDP,21
NC453,N,MF,2
NC453,N,NADECO,4
NC453,N,NVP,2
NC453,N,PAC,10
NC453,N,PAM,2
NC453,N,SADECO,1
NC453,N,UCDP,109
NC453,N,UDM,7
NC453,N,UIF,4
NC453,N,VF+,332
NC453,N,WF,3
NC453,P,ACDP,109
NC453,P,ANC,8153
NC453,P,APC,28
NC453,P,AZAPO,66
NC453,P,CDA,11
NC453,P,COPE,1252
NC453,P,DA,1901
NC453,P,ID,192
NC453,P,IFP,7
NC453,P,PAC,16
NC453,P,UCDP,121
NC453,P,UDM,11
NC453,P,VF+,380
NCDMA06,N,ACDP,4
NCDMA06,N,AFD,0
NCDMA06,N,AJ,0
NCDMA06,N,ANC,100
NCDMA06,N,AP,0
NCDMA06,N,APC,0
NCDMA06,N,AZAPO,0
NCDMA06,N,CDA,1
NCDMA06,N,COPE,54
NCDMA06,N,DA,203
NCDMA06,N,GKSA,1
NCDMA06,N,ID,12
NCDMA06,N,IFP,0
NCDMA06,N,KISS,0
NCDMA06,N,MDP,1
NCDMA06,N,MF,0
NCDMA06,N,NADECO,1
NCDMA06,N,NVP,2
NCDMA06,N,PAC,0
NCDMA06,N,PAM,0
NCDMA06,N,SADECO,0
NCDMA06,N,UCDP,0
NCDMA06,N,UDM,2
NCDMA06,N,UIF,0
NCDMA06,N,VF+,13
NCDMA06,N,WF,0
NCDMA06,P,ACDP,3
NCDMA06,P,ANC,96
NCDMA06,P,APC,1
NCDMA06,P,AZAPO,0
NCDMA06,P,CDA,1
NCDMA06,P,COPE,54
NCDMA06,P,DA,197
NCDMA06,P,ID,14
NCDMA06,P,IFP,0
NCDMA06,P,PAC,0
NCDMA06,P,UCDP,0
NCDMA06,P,UDM,0
NCDMA06,P,VF+,14
NCDMA07,N,ACDP,12
NCDMA07,N,AFD,0
NCDMA07,N,AJ,0
NCDMA07,N,ANC,307
NCDMA07,N,AP,0
NCDMA07,N,APC,1
NCDMA07,N,AZAPO,1
NCDMA07,N,CDA,0
NCDMA07,N,COPE,112
NCDMA07,N,DA,234
NCDMA07,N,GKSA,2
NCDMA07,N,ID,27
NCDMA07,N,IFP,0
NCDMA07,N,KISS,0
NCDMA07,N,MDP,0
NCDMA07,N,MF,1
NCDMA07,N,NADECO,0
NCDMA07,N,NVP,0
NCDMA07,N,PAC,0
NCDMA07,N,PAM,0
NCDMA07,N,SADECO,1
NCDMA07,N,UCDP,0
NCDMA07,N,UDM,0
NCDMA07,N,UIF,1
NCDMA07,N,VF+,57
NCDMA07,N,WF,0
NCDMA07,P,ACDP,8
NCDMA07,P,ANC,278
NCDMA07,P,APC,1
NCDMA07,P,AZAPO,2
NCDMA07,P,CDA,0
NCDMA07,P,COPE,139
NCDMA07,P,DA,208
NCDMA07,P,ID,27
NCDMA07,P,IFP,0
NCDMA07,P,PAC,1
NCDMA07,P,UCDP,1
NCDMA07,P,UDM,0
NCDMA07,P,VF+,52
NCDMA08,N,ACDP,21
NCDMA08,N,AFD,1
NCDMA08,N,AJ,0
NCDMA08,N,ANC,705
NCDMA08,N,AP,0
NCDMA08,N,APC,7
NCDMA08,N,AZAPO,3
NCDMA08,N,CDA,1
NCDMA08,N,COPE,242
NCDMA08,N,DA,595
NCDMA08,N,GKSA,1
NCDMA08,N,ID,42
NCDMA08,N,IFP,1
NCDMA08,N,KISS,1
NCDMA08,N,MDP,2
NCDMA08,N,MF,2
NCDMA08,N,NADECO,1
NCDMA08,N,NVP,0
NCDMA08,N,PAC,1
NCDMA08,N,PAM,0
NCDMA08,N,SADECO,0
NCDMA08,N,UCDP,4
NCDMA08,N,UDM,1
NCDMA08,N,UIF,1
NCDMA08,N,VF+,120
NCDMA08,N,WF,1
NCDMA08,P,ACDP,19
NCDMA08,P,ANC,693
NCDMA08,P,APC,7
NCDMA08,P,AZAPO,6
NCDMA08,P,CDA,2
NCDMA08,P,COPE,258
NCDMA08,P,DA,480
NCDMA08,P,ID,44
NCDMA08,P,IFP,0
NCDMA08,P,PAC,0
NCDMA08,P,UCDP,3
NCDMA08,P,UDM,3
NCDMA08,P,VF+,118
NCDMA09,N,ACDP,13
NCDMA09,N,AFD,0
NCDMA09,N,AJ,2
NCDMA09,N,ANC,792
NCDMA09,N,AP,1
NCDMA09,N,APC,6
NCDMA09,N,AZAPO,7
NCDMA09,N,CDA,0
NCDMA09,N,COPE,91
NCDMA09,N,DA,142
NCDMA09,N,GKSA,2
NCDMA09,N,ID,9
NCDMA09,N,IFP,1
NCDMA09,N,KISS,1
NCDMA09,N,MDP,3
NCDMA09,N,MF,2
NCDMA09,N,NADECO,2
NCDMA09,N,NVP,1
NCDMA09,N,PAC,2
NCDMA09,N,PAM,1
NCDMA09,N,SADECO,2
NCDMA09,N,UCDP,3
NCDMA09,N,UDM,3
NCDMA09,N,UIF,1
NCDMA09,N,VF+,38
NCDMA09,N,WF,1
NCDMA09,P,ACDP,13
NCDMA09,P,ANC,781
NCDMA09,P,APC,10
NCDMA09,P,AZAPO,8
NCDMA09,P,CDA,0
NCDMA09,P,COPE,99
NCDMA09,P,DA,134
NCDMA09,P,ID,7
NCDMA09,P,IFP,4
NCDMA09,P,PAC,6
NCDMA09,P,UCDP,1
NCDMA09,P,UDM,7
NCDMA09,P,VF+,35
NCDMA45,N,ACDP,33
NCDMA45,N,AFD,0
NCDMA45,N,AJ,1
NCDMA45,N,ANC,1746
NCDMA45,N,AP,0
NCDMA45,N,APC,8
NCDMA45,N,AZAPO,4
NCDMA45,N,CDA,1
NCDMA45,N,COPE,259
NCDMA45,N,DA,447
NCDMA45,N,GKSA,5
NCDMA45,N,ID,36
NCDMA45,N,IFP,2
NCDMA45,N,KISS,0
NCDMA45,N,MDP,8
NCDMA45,N,MF,2
NCDMA45,N,NADECO,5
NCDMA45,N,NVP,1
NCDMA45,N,PAC,1
NCDMA45,N,PAM,0
NCDMA45,N,SADECO,1
NCDMA45,N,UCDP,26
NCDMA45,N,UDM,0
NCDMA45,N,UIF,4
NCDMA45,N,VF+,66
NCDMA45,N,WF,0
NCDMA45,P,ACDP,27
NCDMA45,P,ANC,1593
NCDMA45,P,APC,10
NCDMA45,P,AZAPO,10
NCDMA45,P,CDA,5
NCDMA45,P,COPE,263
NCDMA45,P,DA,377
NCDMA45,P,ID,41
NCDMA45,P,IFP,6
NCDMA45,P,PAC,1
NCDMA45,P,UCDP,27
NCDMA45,P,UDM,4
NCDMA45,P,VF+,82
NW371,N,ACDP,305
NW371,N,AFD,33
NW371,N,AJ,26
NW371,N,ANC,55729
NW371,N,AP,19
NW371,N,APC,278
NW371,N,AZAPO,208
NW371,N,CDA,25
NW371,N,COPE,4971
NW371,N,DA,1087
NW371,N,GKSA,34
NW371,N,ID,64
NW371,N,IFP,79
NW371,N,KISS,12
NW371,N,MDP,293
NW371,N,MF,11
NW371,N,NADECO,44
NW371,N,NVP,39
NW371,N,PAC,188
NW371,N,PAM,18
NW371,N,SADECO,24
NW371,N,UCDP,869
NW371,N,UDM,163
NW371,N,UIF,28
NW371,N,VF+,34
NW371,N,WF,20
NW371,P,ACA,121
NW371,P,ACDP,344
NW371,P,ANC,53430
NW371,P,APC,261
NW371,P,AZAPO,203
NW371,P,COPE,4944
NW371,P,DA,1153
NW371,P,ID,66
NW371,P,IFP,88
NW371,P,MDP,279
NW371,P,NADECO,52
NW371,P,PAC,222
NW371,P,SAPP,40
NW371,P,UCDP,1117
NW371,P,UDM,186
NW371,P,VF+,40
NW372,N,ACDP,1096
NW372,N,AFD,41
NW372,N,AJ,72
NW372,N,ANC,118058
NW372,N,AP,14
NW372,N,APC,408
NW372,N,AZAPO,313
NW372,N,CDA,41
NW372,N,COPE,11727
NW372,N,DA,14224
NW372,N,GKSA,57
NW372,N,ID,298
NW372,N,IFP,272
NW372,N,KISS,22
NW372,N,MDP,468
NW372,N,MF,23
NW372,N,NADECO,88
NW372,N,NVP,35
NW372,N,PAC,248
NW372,N,PAM,26
NW372,N,SADECO,60
NW372,N,UCDP,1909
NW372,N,UDM,637
NW372,N,UIF,111
NW372,N,VF+,2384
NW372,N,WF,36
NW372,P,ACA,159
NW372,P,ACDP,1064
NW372,P,ANC,110795
NW372,P,APC,365
NW372,P,AZAPO,248
NW372,P,COPE,11357
NW372,P,DA,13229
NW372,P,ID,283
NW372,P,IFP,257
NW372,P,MDP,501
NW372,P,NADECO,71
NW372,P,PAC,239
NW372,P,SAPP,74
NW372,P,UCDP,2844
NW372,P,UDM,639
NW372,P,VF+,2797
NW373,N,ACDP,1333
NW373,N,AFD,57
NW373,N,AJ,138
NW373,N,ANC,127376
NW373,N,AP,25
NW373,N,APC,374
NW373,N,AZAPO,360
NW373,N,CDA,94
NW373,N,COPE,13646
NW373,N,DA,18650
NW373,N,GKSA,59
NW373,N,ID,520
NW373,N,IFP,359
NW373,N,KISS,26
NW373,N,MDP,535
NW373,N,MF,25
NW373,N,NADECO,127
NW373,N,NVP,62
NW373,N,PAC,289
NW373,N,PAM,38
NW373,N,SADECO,67
NW373,N,UCDP,4098
NW373,N,UDM,2384
NW373,N,UIF,77
NW373,N,VF+,1664
NW373,N,WF,39
NW373,P,ACA,171
NW373,P,ACDP,1357
NW373,P,ANC,116878
NW373,P,APC,253
NW373,P,AZAPO,385
NW373,P,COPE,12677
NW373,P,DA,17513
NW373,P,ID,603
NW373,P,IFP,291
NW373,P,MDP,506
NW373,P,NADECO,114
NW373,P,PAC,261
NW373,P,SAPP,119
NW373,P,UCDP,6540
NW373,P,UDM,2070
NW373,P,VF+,1884
NW374,N,ACDP,63
NW374,N,AFD,6
NW374,N,AJ,49
NW374,N,ANC,10130
NW374,N,AP,4
NW374,N,APC,34
NW374,N,AZAPO,29
NW374,N,CDA,7
NW374,N,COPE,713
NW374,N,DA,2119
NW374,N,GKSA,13
NW374,N,ID,31
NW374,N,IFP,15
NW374,N,KISS,1
NW374,N,MDP,55
NW374,N,MF,5
NW374,N,NADECO,5
NW374,N,NVP,9
NW374,N,PAC,20
NW374,N,PAM,2
NW374,N,SADECO,5
NW374,N,UCDP,60
NW374,N,UDM,16
NW374,N,UIF,9
NW374,N,VF+,460
NW374,N,WF,4
NW374,P,ACA,18
NW374,P,ACDP,57
NW374,P,ANC,9947
NW374,P,APC,30
NW374,P,AZAPO,38
NW374,P,COPE,705
NW374,P,DA,2077
NW374,P,ID,34
NW374,P,IFP,16
NW374,P,MDP,48
NW374,P,NADECO,16
NW374,P,PAC,36
NW374,P,SAPP,5
NW374,P,UCDP,99
NW374,P,UDM,14
NW374,P,VF+,479
NW375,N,ACDP,595
NW375,N,AFD,35
NW375,N,AJ,19
NW375,N,ANC,64327
NW375,N,AP,10
NW375,N,APC,247
NW375,N,AZAPO,265
NW375,N,CDA,27
NW375,N,COPE,7804
NW375,N,DA,1276
NW375,N,GKSA,69
NW375,N,ID,237
NW375,N,IFP,128
NW375,N,KISS,16
NW375,N,MDP,349
NW375,N,MF,17
NW375,N,NADECO,141
NW375,N,NVP,40
NW375,N,PAC,176
NW375,N,PAM,26
NW375,N,SADECO,59
NW375,N,UCDP,5151
NW375,N,UDM,771
NW375,N,UIF,42
NW375,N,VF+,71
NW375,N,WF,22
NW375,P,ACA,177
NW375,P,ACDP,588
NW375,P,ANC,61330
NW375,P,APC,218
NW375,P,AZAPO,269
NW375,P,COPE,7559
NW375,P,DA,653
NW375,P,ID,207
NW375,P,IFP,116
